,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other,Mkt-RF,SMB,HML,RMW,CMA,RF,MOM,ST_Rev,LT_Rev,BAB,QMJ
199304,-3.9732,-4.4905,-2.9216,-2.3013,-1.2629,-3.2123,-3.1547,-1.6537,-2.3276,-4.263,-4.3576,-2.7604,-2.9341,-1.5953,-1.4411,-5.0134,-2.5369,-1.7836,-1.6004,-1.8904,-5.9593,-2.2414,-0.2467,-1.5603,1.1337,-12.1,-9.18,-15.78,-2.85,-2.12,-5.03,-6.41,1.31,3.31,-4.8,-1.97,-2.25,2.37,0.2,3.78,1.72,1.42,-4.69,1.2,-0.15,-2.87,-5.28,-2.73,-0.63,0.45,-3.86,-9.26,-6.34,-3.71,-3.2,-3.05,-0.86,2.61,-3.69,1.52,0.24,0.33,-1.71,2.42,4.87,-2.55
199305,5.5207,4.3906,3.7292,3.0678,4.696,6.941,4.5795,3.4133,1.5817,4.1603,7.7674,6.6125,3.3306,1.8976,2.2442,6.9607,4.0917,1.9542,1.1689,2.7051,3.1335,4.4466,1.3837,1.7511,-0.5114,2.65,3.18,4.77,11.07,2.19,1.42,2.89,3.61,1.69,0.07,1.32,4.17,4.54,2.76,0.45,4.83,5.76,8.68,1.73,-0.06,4.23,6.4,9.06,0.32,2.5,5.24,5.86,7.24,0.43,3.11,2.89,1.88,-3.41,-0.01,-1.18,0.22,0.3,1.45,1.22,0.95,-0.88
199306,-1.7424,0.5392,0.0426,-0.7411,2.03,-0.3623,0.7393,0.5546,0.3487,2.2981,-0.7925,0.3659,1.6757,2.5606,0.9759,0.8193,0.5774,2.3113,1.1548,3.8208,-2.458,1.0467,1.7227,1.7786,4.8369,-1.81,2.01,-0.27,-1.59,-1.19,1.87,-12.14,-2.93,-4.19,-4.38,-0.57,1.36,1.63,2.86,3.84,1.22,1.96,-8.86,-1.1,3.18,4.64,0.41,-0.54,-1.26,-1.27,-0.12,-3.47,-4.45,3.89,-0.95,0.31,0.11,2.62,-1.06,1.09,0.25,4.58,2.24,1.68,3.57,-2.11
199307,-1.549,-0.4635,0.9451,2.215,3.3104,-0.0958,0.4369,1.2027,2.864,1.9263,-0.3638,0.0889,1.0163,2.3205,-0.4618,-2.5862,1.2224,1.0988,2.2433,0.3367,-3.4786,0.2841,0.9944,2.4898,0.5623,-4.48,0.01,-4.59,-1.52,0.82,-2.15,-4.16,-5.99,1.05,-2.95,-0.29,-2.5,-0.04,2.26,2.73,3.44,5.56,6.9,0.46,1.95,2.15,-3.16,-2.91,-1.95,3.81,1.22,0.12,1.82,2.4,-2.75,-0.34,0.9,3.24,-2.18,2.02,0.24,3.25,-2.67,0.97,3.58,-1.28
199308,3.8907,5.0806,3.6947,3.3621,3.159,3.5526,5.8502,4.8728,5.3732,3.4322,4.1188,4.8447,3.5578,3.0504,2.9017,6.2235,3.471,4.7677,3.5216,5.1254,3.6979,2.1241,4.1203,4.3211,2.3754,5.74,2.15,-1.32,7.32,3.37,3.7,2.25,3.06,3.26,8.8,5.15,2.78,7.8,0.34,-0.72,3.32,-8.97,5.94,4.22,3.67,5.47,3.36,7.84,2.1,4.34,4.58,3.69,4.91,3.16,6.38,3.71,0.25,-0.45,-1.16,-0.03,0.25,2.58,1.23,1.15,2.25,-0.46
199309,2.4117,2.2795,2.9476,2.9108,3.3677,3.6928,3.6037,2.3454,2.2651,2.1396,4.0509,0.9013,1.2515,1.6312,0.395,0.3542,2.0958,0.3256,-0.8587,-0.4951,-0.8785,-1.6586,-0.0633,1.3723,-3.2578,-2.33,-1.49,-3.8,6.66,-0.96,-1.77,-4.31,0.92,-2.4,-3.29,-1.13,-4.34,-1.87,-0.89,0.66,-0.69,-9.52,6.57,1.43,-0.63,-0.48,4.47,-0.17,-2.96,-1.16,-0.77,-0.34,0.84,2.34,-1.51,-0.12,3.07,-0.45,0.77,-0.09,0.26,3.41,0.66,0.4,3.09,-0.19
199310,5.0835,4.8183,4.5862,4.2641,4.43,3.9319,2.1134,0.794,1.2764,0.7986,1.948,-1.2007,0.6827,0.0452,4.0845,3.3032,0.3595,-0.5361,-0.8761,-1.2303,4.1305,0.5453,-0.1138,-0.7581,5.7653,8.45,2.13,9.67,2.89,7.23,7.42,6.91,6,2.61,2.19,2.73,4.29,3.85,0.88,9.21,0.75,7.52,-0.89,-1.87,-1.96,2.59,2.72,1.24,-0.43,3.26,2.41,4.8,5.55,-3.76,-3.61,1.41,1.61,-1.54,-0.1,0.6,0.22,-2.67,1.93,1.63,3.27,-0.36
199311,-3.9054,-2.9084,-2.039,-1.9947,-1.9054,-2.7387,-3.1675,-2.5572,-4.5111,-3.6966,-2.6183,-2.4758,-3.0149,-3.3098,-0.9911,-2.2796,-2.9527,-2.1538,-2.413,-5.1902,1.4717,-1.6503,-2.972,-3.4595,3.4239,0.69,-0.44,5.83,-2.92,0.13,1.42,1.6,1.11,1.16,0.14,3,0.32,-2.24,0.43,1.74,1.99,-1.89,-0.17,-5.89,-5.51,-6.04,-1.78,0.09,6.25,1.62,-1.12,1.47,-0.32,-3.85,-0.58,-1.89,-1.43,-0.27,1.55,-0.96,0.25,-4.71,-1.37,1.5,-3.48,1.47
199312,0.6824,0.8162,1.7507,1.276,1.1489,2.1989,4.4959,4.5267,1.4686,3.8672,4.0276,6.0748,5.5694,3.5046,2.8421,4.2046,5.5939,3.8263,2.3246,3.7198,0.0619,2.3001,0.6426,1.4215,2.6873,-0.07,4.24,-0.93,0.52,3.65,1.68,0.05,2.49,2.99,0.57,1.53,6.85,3.93,7.02,4.48,6.55,14.02,4.73,0.52,1.61,-0.44,0.97,4.18,3.36,2.16,2.98,-3.83,3.91,2.25,3.03,1.65,1.36,0.57,0.7,-0.3,0.23,2.28,1.13,0.49,1.29,0.19
199401,2.5118,6.4221,5.2168,5.5874,6.0223,1.385,2.1188,1.834,2.9022,5.003,1.993,1.8654,1.5579,2.1113,7.2944,2.6863,3.2829,3.9398,2.5382,2.4777,1.3388,3.8167,4.8533,2.8985,5.9091,1.71,-4.93,10.13,4.41,-0.58,2.47,0.58,1.92,7.95,-6.77,3.28,10.44,4.72,3.13,8.54,2.27,1.78,-3.35,4.87,-1.22,2.01,3.87,4.61,6.44,4.69,2.8,0.05,2.52,4.18,5.62,2.87,-0.15,2.09,-2.28,1.47,0.25,0.02,1.73,3.73,3.50,-2.46
199402,-3.2048,1.6107,-0.4672,-0.2172,0.0313,-0.3764,0.2304,0.2315,-1.7443,-1.5134,-0.8532,1.9028,0.8601,-1.8658,-1.6962,-0.997,0.0913,-1.7459,-2.5406,-5.1072,-1.8034,-2.0071,-3.4089,-4.9451,-4.9136,-2.15,1.63,-7.13,-0.82,-2.99,-1.21,2.62,-5.55,-0.89,0.53,-1.77,-3.24,0.84,-1.31,-4.84,1.9,-1.36,-2.08,-2.97,-4.95,-5.53,0.02,1.74,-1.78,-4.53,-0.83,2.84,1.74,-4.06,-3.75,-2.55,2.65,-1.44,2.45,-1.05,0.21,-0.29,0.42,-0.16,-1.24,2.73
199403,-7.5056,-5.1801,-4.2089,-5.0855,-3.0689,-7.255,-5.2891,-5.1259,-3.7653,-6.0325,-5.804,-4.7278,-4.6383,-3.9942,-5.6954,-5.5226,-4.9534,-4.5492,-2.751,-1.9545,-4.7551,-3.8504,-2.8363,-4.6203,-4.4331,-4.28,-3.17,-10.99,-9.06,-4.5,-5.04,-0.31,-6.72,-3.15,-0.56,-5.81,-5.74,-3.4,-4.28,-6.88,-4.76,2.41,-9.79,-3.61,-3.93,-3.74,-4.84,-3.63,-5.82,-6,-5.66,-4.31,-6.97,-3.37,-5.26,-4.78,-1.02,1.31,0.77,1.25,0.27,-1.33,0.1,0.57,-0.81,1.56
199404,-3.7428,-0.5459,-1.4946,-0.6468,0.6948,-0.882,0.605,1.7543,1.3886,2.2731,-1.544,2.2886,0.826,0.9536,1.6925,-0.2966,0.9333,1.6427,2.3104,1.4139,1.4045,-1.0589,3.0746,1.245,2.1552,0.94,1.83,11.26,-2.9,-1.27,1.64,-1.14,2.4,2.54,2.76,-0.46,-0.98,-1.09,-3.8,0.13,-0.37,-9.87,-0.41,4.13,2.11,1.42,0.59,-2.51,-0.77,-0.33,-0.41,0.23,2,2.44,1.76,0.68,-1.05,1.68,1.01,1.12,0.27,0.41,-0.35,0.18,-1.26,0.51
199405,-2.3159,-2.0991,-0.3526,-0.4029,-0.5357,-2.4051,-2.3715,-1.2096,0.1391,1.1916,-2.115,-1.5601,0.3624,-1.2759,-0.1995,-0.1704,0.1885,0.2445,-1.255,-1.7544,1.1602,3.8952,1.8254,0.6958,1.1469,-0.7,-2.17,-6.79,1.48,1.01,0.92,-1.43,4.37,3.57,-5.41,0.95,3.53,-2.53,3.38,-2.07,3.12,1.9,-1.81,0.89,-5.35,1.66,4.06,0.7,3.27,-2.01,0.48,-2.52,-1.02,4.31,-1.39,0.58,-2.47,0.2,0.9,0.71,0.31,-2.15,0.07,1.63,0.90,-0.12
199406,-6.7135,-4.3806,-4.5171,-2.2003,-1.7486,-5.5166,-2.9018,-0.7176,-1.2523,-1.3168,-4.4992,-2.6204,0.0823,-0.9779,-1.7287,-5.1754,-2.7705,-2.0474,-1.7311,-4.1841,-2.4607,-3.0781,-2.1279,-1.7658,-3.5797,0.85,-4.58,3.1,-4.14,-4,-3.25,-2.39,-3.69,-2.65,-5.49,-3.47,1.01,-1.99,-5.11,-3.44,-1.98,-4.2,5.54,-2.7,-3.13,0.71,-4.7,-5.04,-1.45,-2.16,-4.21,-1.66,-6.86,-2.6,-0.84,-3.03,-0.52,1.7,1.16,1.51,0.31,-0.82,0.17,0.48,1.51,1.48
199407,0.4373,-0.2132,0.033,0.5045,1.3469,2.4385,1.8703,1.6784,2.1482,3.1601,3.0996,1.954,1.8447,3.2001,4.0494,2.2541,2.7598,3.8913,5.1415,5.2907,2.6749,3.3299,4.6274,3.478,2.556,2.42,5.49,5.53,2.2,1.89,2.72,2.22,1.04,4.09,-0.02,3.86,6.76,4.26,7.37,4.28,0.19,1.03,-2.29,3.33,5.16,3.2,0.97,5.11,6.08,1.59,2.24,0.89,-0.99,2.79,2.46,2.82,-1.84,0.59,-0.88,0.14,0.28,0.19,1.41,0.49,-0.75,-0.66
199408,3.5571,4.4022,4.2776,2.3153,3.1093,9.2396,5.7314,3.7072,4.4739,4.9041,9.8086,4.2564,5.3817,1.9419,6.2508,7.941,5.302,1.9155,3.1035,5.2586,6.2311,2.8053,1.6355,4.2358,1.9561,7.48,5.17,9.78,3.69,3.46,6.95,5.66,10.71,6.11,3.83,4.18,5.32,4.44,0.32,-1.81,4.7,4.23,3.77,-0.06,0.66,1.16,8.13,9.17,5.61,1.98,3.54,4.56,4.34,3.55,4.29,4.01,1.28,-2.82,0.87,-1.45,0.37,1.56,1.45,2.35,-2.29,1.86
199409,1.0487,1.7119,1.0084,2.5708,0.7713,0.199,0.6688,-0.2337,-0.767,-1.598,1.056,-1.9537,-1.8372,-1.4036,-1.3347,-0.5179,-2.5777,-1.9807,-3.701,-2.8021,-0.5573,-3.7707,-3.0618,-3.2312,-6.0177,0.23,2.49,-2.82,-3.4,-3.04,-1.2,-2.63,1.73,-1.09,-5.8,-2.95,0.44,-3.28,-1.96,-5.42,-5.23,6.32,-1.12,-2.07,-2.78,-1.1,0.31,-0.94,0.71,-6.9,-0.98,-2.49,-3.5,-4.76,-3.51,-2.31,2.66,-1.9,0.61,0.95,0.37,1.32,-0.73,1.68,3.83,1.60
199410,-0.9916,1.2222,-0.0483,1.7143,-0.2627,1.6727,-0.0206,-0.5995,-0.9587,-3.4776,3.0878,-0.0496,-0.0959,-1.3493,-1.7808,1.3539,1.0005,-0.039,-0.2403,-2.8014,3.066,1.6431,3.9162,2.076,0.1161,2.2,3.74,-2.42,0.57,0.93,1.18,2.42,0.88,0.26,-0.33,0.38,-3.78,3.07,1.29,-1.14,2.03,-8.99,-4.2,7.4,1.56,-0.09,5.82,6.92,-3.11,2.28,0.2,1.14,3.84,0.35,1.24,1.34,-2.29,-1.73,0.58,-0.64,0.38,1.43,-0.25,0.6,-2.01,3.10
199411,-4.4062,-3.2961,-3.5965,-2.9408,-3.0005,-2.6891,-3.8051,-3.7186,-3.7048,-5.3536,-5.5188,-4.2824,-4.1533,-3.3957,-5.1114,-3.8154,-3.5076,-4.2322,-3.6166,-6.2355,-1.7822,-4.8128,-2.7788,-5.4069,-3.8289,-2.03,0.87,-1.99,-1.59,-2.46,-2.26,-3.88,0.43,-7.88,-2.92,-4.99,-8.58,-7.35,-5.43,-5.08,-2.94,-10.04,-8.35,-4.83,0.26,-5.45,-3.22,-2.26,-4.54,-4.56,-3.99,-2.48,-5.39,-5.32,-5.96,-4.04,0.12,-0.94,0.8,-0.45,0.37,-0.2,-2.09,-1.62,-3.89,2.75
199412,-3.1264,-0.4422,-0.3572,0.1714,-0.2368,1.7544,2.1868,2.3908,2.3624,1.3805,1.7663,3.5692,2.0669,3.1695,4.5029,1.9159,1.0503,0.4388,0.8394,1.4324,0.6601,2.1968,0.6543,1.7995,2.0812,1.51,1.9,-2.04,2.61,2.57,1.09,1.59,0.52,3.73,2.1,0.96,4.47,1.8,9.25,4.74,5.24,2.87,2.68,-1,0.35,0.9,2.02,2.9,3.76,-0.23,2.3,-4.91,1.34,1.39,2.8,0.86,-0.02,0.55,0.42,0.31,0.44,3.5,0.83,0.12,-3.05,0.46
199501,1.723,2.1447,3.6001,1.2784,2.5948,-1.7041,-0.9038,-0.3583,-0.372,0.0895,-1.7239,-1.2725,-0.9543,0.8154,-0.228,0.7436,1.0995,1.5324,3.4704,2.408,2.8608,3.3773,4.1838,2.0286,1.3251,2.4,2.84,4.59,6.17,0.25,2.73,-4.13,6.15,-2.72,0,1.77,-5.91,0.08,0.5,-6.2,0.13,-6.26,-0.59,0.38,6.23,4.2,-0.93,-0.62,-1.05,3.36,0.5,0.83,7.15,5.64,2.26,1.8,-2.76,0.83,0.61,-0.84,0.42,-1.82,4.06,-0.57,1.29,0.57
199502,2.2432,3.469,1.8862,2.0361,3.5054,3.5896,3.6691,3.5532,3.9815,5.3847,5.7033,4.5053,4.3667,4.6761,5.7447,3.9339,5.4686,4.7731,3.7723,5.1731,3.3652,4.589,2.6727,4.38,6.4333,1.34,4.87,-1.24,3.97,5.72,3.33,2.07,2.24,5.9,3.58,4.79,3.42,5.33,5.97,4.89,6.16,4.4,-6.35,4.5,0.82,1.51,6.7,6.52,8.11,7.47,5.4,2.13,3.16,4.93,1.14,3.63,-0.55,1.08,0.58,-0.33,0.4,-0.36,2.41,-0.97,1.34,-0.29
199503,0.8446,1.8566,0.9249,1.2433,0.734,4.0714,1.9213,2.9293,1.4852,2.1003,3.5744,2.0553,1.1932,0.3209,1.543,3.1495,3.4063,1.9116,2.2295,0.5315,2.9169,3.2024,2.6087,2.366,2.0374,3.58,2.4,5.91,4,1.28,1.97,2.47,2.69,5.63,-4.61,1.29,2.15,5.76,-0.2,1.73,7.46,11.06,6.31,5.26,-1.75,0.28,5.23,4.2,2.81,3.33,1.88,3.93,1.97,1.21,2.94,2.19,-0.73,-1.07,-0.33,0.19,0.46,0.39,-0.12,1.12,1.22,1.26
199504,1.71,3.3029,2.6047,2.1236,4.3228,0.3087,0.9856,3.7184,2.9513,3.0804,0.279,0.709,2.3462,3.7307,2.5482,1.1008,1.7489,3.0625,1.2741,3.1906,2.5141,2.5035,2.8332,3.6687,5.1139,3.81,3.23,-4.35,1.57,-2.16,3.99,-1.24,3.07,3.11,0.99,1.74,0.02,4.3,3.01,2.46,3.91,-1.88,0.45,2.35,2.38,1.59,3.84,9.28,0.94,2.73,3.28,-3.48,2.51,1.65,1.27,2.11,-0.34,2.26,0.05,1.01,0.44,1.8,-0.55,0.39,1.31,-0.09
199505,1.7056,2.7257,1.2747,1.4711,3.3556,1.2746,1.2835,1.4417,2.6798,2.8914,2.1392,-0.5568,2.89,2.7741,2.4529,2.0724,1.7537,2.1686,3.7218,4.7767,3.8002,2.975,4.7737,5.156,6.0142,3.16,8.42,3.92,2.38,4.03,2.58,0.61,1.63,3.18,3.98,2.04,1.67,3.11,3.39,5.49,5.47,-1.3,3.37,4.08,6.01,0.63,0.41,3.46,2.09,-0.52,2.15,2.8,4.05,6.2,4.74,2.9,-2.06,1.69,0.46,0.09,0.54,-0.44,-0.42,-1.11,1.43,-0.23
199506,7.7525,7.9655,5.8377,4.3344,5.215,9.6023,4.3769,4.093,4.9443,4.2986,6.4579,2.4823,3.7434,3.2096,2.4175,6.7675,3.8396,2.1191,2.4359,3.0631,3.9573,1.6652,0.2255,2.1505,1.5491,2.71,-0.13,-0.92,0.86,2.67,-0.14,3.3,4.46,1.26,1.38,3.32,6.51,3.3,-0.83,1,4.92,0.59,3.98,-3.11,-0.46,3.86,7.92,10.11,3.98,4.55,3.68,5.26,2.79,1.73,2.58,2.72,2.95,-2.27,-0.48,-2.43,0.47,2.9,1.24,-1.82,1.84,-0.38
199507,7.0147,6.1855,5.8666,4.2717,4.9968,8.8249,6.0086,3.7391,6.1776,4.7171,8.2305,4.1608,4.4675,4.6313,5.5389,8.3573,5.4033,3.6711,4.0974,3.1601,2.9607,3.4336,4.1474,3.8412,2.9931,-0.58,2.39,-3.47,4.33,3.19,-0.81,7.48,5.31,2.61,3.68,3.02,6.47,7.86,4.03,2.42,6.63,8.04,-1.21,2.32,-0.38,5.14,5.19,8.73,2.01,9.26,3.24,4.02,1.76,4.19,6.17,3.72,2.1,-1.68,0.51,-1.71,0.45,2.53,-2.23,-0.9,1.59,-0.59
199508,4.1954,4.7989,4.2749,3.8893,4.1203,0.686,1.4457,1.9015,3.2405,3.7047,0.3942,1.5086,1.8455,3.3899,3.9571,0.1186,1.863,1.8371,2.0591,3.4404,0.0073,0.7987,-0.2148,1.5769,4.2171,1.35,-1.63,4.57,-0.16,2.34,0.96,1.01,1.04,-0.43,-1.44,1.36,-0.07,-1.26,-0.01,0.29,-1.34,-1.28,4.16,-1.62,0.98,4.33,1.02,-0.13,0.99,0.48,-1.13,-3.53,-3.39,5.19,-2.12,0.55,1.84,2.71,-1.38,1.64,0.47,0.09,1.31,-1.09,3.44,-2.16
199509,3.2509,2.8615,1.7034,2.3108,2.3826,1.9988,2.1047,1.9209,2.5164,0.0882,2.7734,0.5578,2.1283,2.2325,-0.6792,3.9574,1.5655,1.9073,2.4556,1.2675,5.8315,3.9456,2.2288,5.5501,3.9372,8.04,9.26,2.89,-1.75,2.62,5.37,4.7,7.46,2.9,-2.08,2.85,-4.11,-2.99,6.54,-0.39,5.26,1.23,1.97,1.31,6.24,5.63,2.76,1.2,-0.77,2.75,0.36,3.19,2.62,5.76,-1.53,3.35,-1.88,-0.76,1.31,0.36,0.43,2.71,-0.84,-0.96,3.19,0.92
199510,-6.1005,-6.2145,-5.0563,-2.5537,-2.8636,-6.9433,-6.7326,-5.4768,-4.4422,-5.1896,-2.6288,-3.9537,-2.4082,-3.3843,-3.4385,-1.654,-4.4432,-2.4977,-0.0964,-2.8465,0.5649,1.106,0.5673,-3.2846,-3.8267,-0.04,3.93,2.79,-3.24,-3.27,2.77,-3.4,1.15,-5.75,-8.77,-1.07,-5.89,-3.53,-0.46,-5.41,-1.98,-9.81,-13.19,-0.21,1.48,-0.12,3.57,0.05,-2.98,-1.69,-0.71,-8.17,1.23,-1.92,-4.03,-1.52,-4.04,-0.75,2.17,-0.04,0.47,4.11,-1.06,0.5,-0.38,4.31
199511,1.8403,2.2909,1.0251,2.3441,1.4575,4.6618,4.6509,3.7766,5.3283,5.7558,6.3141,3.241,3.6019,4.6354,6.3385,4.4795,3.5482,4.1737,4.5769,5.9463,4.5728,2.5192,4.3503,6.9565,5.074,3.95,4.86,2.93,2.2,6.65,6.33,0.74,4.95,6.56,6.93,5.08,8.03,5.27,5.55,5.47,8.86,10.44,-0.95,4.78,1.56,2.8,2.64,-1.47,6.68,6.18,3.13,6.88,5.71,6.75,5.47,3.96,-1.17,0.94,-0.83,1.19,0.42,-0.64,0.56,0.66,-1.04,-0.23
199512,2.3176,3.2712,1.5205,1.5641,1.3767,2.7301,3.3577,3.3215,2.7175,3.2827,1.593,2.0733,2.904,2.9197,0.7146,-2.023,0.8712,1.5336,1.2023,-0.6929,0.572,2.0859,3.5351,1.3245,3.0243,3.44,-0.8,4.99,-1.73,1.24,-1.82,5.95,5.93,2.11,-2.94,0.95,-0.39,-0.58,6.67,4.59,3.86,2.13,7.45,5.78,5.06,3.94,-1.37,-4.44,-0.25,-1.52,2.34,-1.59,0.01,1.25,0.77,1.03,0.67,0.86,-1.32,2.99,0.49,2.54,-0.97,3.93,2.25,-0.83
199601,2.056,-0.0982,1.1743,0.8741,1.1251,-0.5762,-0.9347,0.4021,-0.5435,1.1582,-2.5185,0.5752,-0.1319,1.4998,0.247,1.5771,2.2334,2.0116,1.612,2.1869,3.9214,3.0019,3.0539,3.5659,3.4508,3.42,3.26,1.82,4.69,-0.49,2.85,-2.36,5.95,5.43,-3.92,2.48,3.81,2.03,5.3,3.09,0.66,14.88,-2.34,-0.37,1.91,2.33,1.43,2.15,1.21,-0.12,-0.65,-1.46,6.57,3.93,2.83,2.26,-2.59,0.3,-0.63,2.28,0.43,0.56,1.06,1.36,4.41,-1.60
199602,3.4111,1.9928,3.2918,2.7214,3.3265,5.0756,4.7372,1.7562,2.2219,1.6869,5.8095,3.8043,2.0873,2.2328,1.7033,5.2104,0.8065,1.3734,0.948,-1.0854,1.0105,1.6407,1.5278,1.2541,2.2215,1.62,5.61,3.18,1.79,2.33,-0.44,1.87,-1.07,2.76,0.24,-0.74,-0.65,3.81,-0.76,1.75,3.12,2.71,1.82,1.05,-2.58,-2.2,4.23,6.77,-1.04,4.18,2.94,5.53,3.42,2.13,1.51,1.33,1.82,-1.42,0.4,-1.8,0.39,0.57,2.14,-1.33,0.82,0.87
199603,2.8615,3.7319,2.4361,4.6646,2.0717,2.4182,2.0632,1.3813,1.7934,3.9095,2.5647,1.6129,3.6016,3.1267,2.1065,1.1624,1.1722,1.9864,0.6503,2.6414,-0.3124,1.3114,1.0228,2.2731,2.6769,-3.82,1.9,-7.68,1.08,0.27,1.3,11.49,0.24,5.88,2.68,1.17,5.43,1.75,3.02,5.87,3.75,-0.4,4.53,4.98,-0.47,-1.87,1.57,-4.6,3.06,3.26,2.43,8.25,0.83,0.96,5,0.73,1.54,1,1.3,-0.97,0.39,-1.87,-0.06,-0.23,2.60,-0.76
199604,8.6114,9.4924,9.1235,5.6198,5.6471,10.4548,7.9208,2.6866,4.0202,6.2555,6.4299,3.4455,1.95,1.6472,0.4777,6.3407,5.016,3.2545,0.1886,-1.9405,1.4479,2.7249,1.5108,-0.9289,0.2603,-0.32,-0.89,-1.6,2.37,2.85,3.88,5.41,-0.6,-0.87,3.46,2.93,1.92,3.74,0.38,2.99,1.14,1.08,0.64,3.45,-2.59,2.7,8.2,10.56,2.74,2.65,4.68,4.36,2.71,-1.08,2.69,2.06,4.64,-3.9,0.17,-2.2,0.46,-0.91,0.72,-0.78,0.10,0.61
199605,8.0546,6.0118,8.4679,7.2951,5.0301,6.264,3.8391,4.4188,4.7009,7.5584,3.5362,3.1599,1.5655,1.8896,0.6847,3.0131,0.1239,1.3064,1.2282,0.4179,4.5373,1.0122,0.3598,2.4924,2.7191,5.5,9.69,5.48,2.79,3.49,3.25,8.05,3.93,-0.37,5.77,3.05,-0.05,1.28,6.18,1.38,2.58,2.86,15.73,0.44,1.35,0.06,3.52,4.18,1.44,-0.28,3.83,5.11,0.41,1.41,4.32,2.36,3.17,-1.2,0.43,-0.22,0.42,1.55,-1.05,1.25,3.74,0.64
199606,-7.4869,-5.8331,-4.9646,-3.2607,-2.3445,-6.6696,-3.8549,-1.9102,-0.3132,-5.4313,-7.7922,-1.3764,-1.242,-0.5225,-1.0857,-4.1019,-2.1841,-1.2964,0.9539,0.5325,1.4527,0.1886,0.4429,-0.6286,-2.5636,2.38,6.54,3.68,-2.59,-0.46,1.22,0.12,-0.19,-2.35,0.98,0.68,-5.59,-4.52,3.15,-5.27,0.95,-11.05,9.35,0.91,5.21,0.43,-0.9,-6.35,-1.33,-1.43,-3.96,-1.08,-0.51,0.65,-1.26,-1.14,-3.47,1.56,3.47,1.08,0.4,1.01,-0.23,-0.13,3.40,1.83
199607,-14.5669,-9.8752,-7.6166,-4.2708,-5.7306,-15.4177,-9.3522,-7.0612,-4.9623,-6.1479,-11.7616,-7.1884,-4.8894,-6.122,-6.0606,-8.9306,-5.0601,-5.2224,-4.201,-5.3094,-5.1902,-4.4775,-2.7851,-3.9728,-4.6568,-2.45,-5.78,0.2,-11.82,-7,-3.32,-4.33,-6.06,-3.01,-3.59,-5.14,-5.71,-8.21,-4.76,-3.92,-1.2,-2.86,-8.38,-4.66,-5.82,-8.54,-7.79,-7.5,-1.88,-7.17,-7.71,-7.62,-7.66,-2.58,-6.96,-5.97,-3.68,4.45,2.84,2.6,0.45,-0.11,-2.5,0.01,-0.13,2.35
199608,4.6435,4.5832,3.9395,4.0291,3.934,7.7213,6.3185,2.5425,4.8014,5.2546,8.2015,6.3748,5.7715,7.0192,4.3248,5.6965,5.7246,5.0373,4.8059,4.5665,1.4588,1.707,4.1146,2.3729,2.8224,-0.4,2.14,-13.18,0.3,3.63,1.69,5.77,4.19,3.71,3.57,3.26,5.78,4.71,1.65,3.29,4.09,3.12,1.16,2.97,2.89,-0.92,3.05,5.07,3.98,3.11,3.81,6.89,3.55,4.18,5.12,2.77,2.54,-0.46,-0.3,-2.43,0.41,-0.05,2.65,-1.54,1.07,-0.32
199609,2.8161,2.5801,2.3385,3.0188,2.9228,5.7078,2.8205,2.2731,3.6782,4.1474,7.9695,4.3292,3.1472,2.0012,2.4407,5.7436,4.5532,3.0768,4.1167,3.7492,7.2927,4.8186,4.7156,3.5298,1.4872,8.76,0.73,1.41,7.43,2.32,6.34,7.15,7.34,5.92,-0.01,5.55,1.96,6.24,10.01,1.07,5.18,-3.71,10.33,3.99,0.67,1.52,8.64,10.63,4.63,1.62,4.7,3.29,0.35,5.78,5.1,5.01,-1.32,-3.14,1.51,-2.18,0.44,2.7,0.55,-2.13,1.31,2.00
199610,-5.6036,-2.2115,-1.2659,1.2716,0.8883,-5.2621,-2.0219,1.18,2.0538,1.1228,-6.4736,-2.6432,0.3677,2.2061,-0.2322,-3.7593,1.8287,1.5456,2.6755,3.1488,1.4585,1.7749,4.4422,4.94,5.9576,2.55,0.78,3.31,-1.69,0.47,1.05,-0.25,-0.68,1.47,-1.27,1.46,-0.8,-1.37,5.71,0.25,2.59,-1.25,1.03,5.85,3.61,-0.73,-1.99,-1.26,2.77,2.1,0.15,-1.96,-3.94,5.47,0.47,0.86,-3.89,5.12,1.32,2.97,0.42,3.91,-1.13,0.07,3.27,1.05
