,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other,Mkt-RF,SMB,HML,RMW,CMA,RF,MOM,ST_Rev,LT_Rev,BAB,QMJ
197808,9.8119,9.575,8.599,7.8085,10.2272,9.0319,7.1737,9.3452,7.1201,9.6188,7.9565,8.43,6.7671,4.8745,9.7732,7.7254,6.2168,4.1102,4.134,2.8685,2.5816,3.3834,4.3988,2.8217,0.1767,3.61,-0.32,1.34,6.53,7.21,2.75,5.95,1,4.86,10.78,8.39,0.54,4.23,1.43,2.33,4.45,4.97,-0.83,5.24,0.47,3.57,6.2,5.91,5.42,4.37,7.69,5.39,10.9,5.63,6.52,3.75,4.93,-0.46,1.39,0.42,0.56,2.82,0.93,-0.51,4.65,0.64
197809,-0.9752,0.1146,-1.7056,-0.1618,0.2079,-1.8186,-1.3198,-1.61,0.4828,-1.767,-3.1866,-0.6971,-1.5083,-0.2939,-0.9108,-3.302,-2.2614,0.6275,-0.004,-1.2022,-3.2346,0.3462,1.9121,0.3346,0.9407,-0.7,1.43,2.07,-4.12,-3,-3.13,-1.48,-2.75,-0.37,2.73,-2.11,1.24,-0.69,-4.48,0.88,-6.96,2.99,0.57,4.83,-0.26,1.21,-3.7,-4.15,-3.19,-3.82,-2.03,-2.27,-0.11,-0.87,-1.7,-1.43,-0.28,1.87,-0.68,1.8,0.62,-3.11,3.67,-0.69,2.39,-0.98
197810,-26.7095,-23.2942,-21.8535,-18.5047,-21.4348,-24.7601,-18.7505,-18.4209,-14.8606,-19.2451,-19.3687,-18.9015,-13.5608,-14.4329,-19.8552,-15.7458,-13.3829,-13.5012,-11.7634,-14.9806,-8.3288,-9.4588,-7.092,-9.231,-12.1532,-10.24,-14.66,-8.24,-18.09,-13.28,-9.22,-15.4,-12.84,-9.63,-18.79,-16.18,-11.95,-14.05,-13.29,-10.54,-15.89,-10.38,-17.6,-10.5,-7.08,-4.53,-18.16,-10.63,-8.17,-17.72,-16.6,-12.92,-23.5,-11.4,-16.4,-11.91,-10.05,1.36,0.17,1.03,0.68,-8.39,-1.77,-0.04,-3.75,3.36
197811,8.6923,7.4396,6.605,4.3822,4.3324,11.2704,5.605,4.2421,2.9332,6.154,7.3214,5.2561,3.7284,3.0847,3.3113,4.6296,2.666,3.2048,1.917,2.8042,2.4967,2.7918,3.7188,3.7306,2.6506,1.32,4.45,2.56,7.06,2.84,3.21,3.21,5.18,1.15,4.56,0.65,1.3,3.47,2.64,0.55,9.44,-1.28,6.35,6.21,3.01,3.01,5.28,5.12,2.32,3.82,5.6,2,4.77,1.76,4.22,2.71,2.85,-2.22,1.09,-1.21,0.7,5.52,9.16,-0.79,-4.21,-0.50
197812,3.5321,3.2618,2.5413,0.9277,0.6425,2.9867,3.2637,1.8462,2.5001,1.8446,2.9173,1.6576,0.4707,1.4421,3.2077,1.0843,1.5756,1.2315,0.8642,0.3007,3.5238,1.1487,0.4162,0.0881,-0.6188,1.48,3.35,2.49,2.1,2.69,0.93,1.47,3.42,0.08,-1.43,1.21,0.2,2.83,-0.23,-0.37,2.71,4.5,-1.79,3.02,-1.23,0.1,1.13,6.64,1.49,-1.09,3,-1.55,-3.12,1.45,2.95,0.88,1.07,-2.19,1.96,-1.38,0.78,3.05,-0.34,0.25,0.22,2.38
197901,9.9175,9.9849,8.6006,10.4564,11.8538,8.5963,8.3565,8.032,7.1648,10.3916,6.8225,7.1347,7.4343,7.066,9.6448,5.8379,5.3577,6.0976,8.5349,6.4149,2.2329,5.015,4.2032,5.345,7.7113,3.04,6.63,0.54,5.42,6.7,3.38,10.42,1.42,6.49,8.43,8.63,13.38,5.58,7,5.73,4.74,11.04,9.85,3.1,6.35,3.64,5.03,4.2,5.97,3.82,5.82,6.29,6.72,5.28,7.18,4.23,3.84,2.27,-2.5,1.57,0.77,-1.24,5.51,-0.77,3.34,-2.69
197902,-2.9123,-3.5267,-2.7429,-2.6749,-1.4231,-2.9804,-3.0562,-2.9639,-3.0789,-2.3815,-4.8055,-1.9194,-2.4436,-1.4015,-0.8788,-4.3175,-3.5448,-3.2857,-3.0843,-4.3925,-3.9997,-2.3355,-2.233,-1.8351,-2.9935,-4.03,-3.89,-3,-6.4,-3.48,-5.22,-2.99,-4.52,-2.28,-0.22,-3.1,-3.67,-2.98,-5.45,-3.6,-11.84,1.49,-0.44,0.66,-1.62,-0.63,-6.02,-3.29,-3.73,-5.55,-1.84,-4.3,-4.36,-3.37,-3.03,-3.56,0.55,1.2,-1.14,1.04,0.73,-1.06,1.3,0.95,1.04,-0.89
197903,12.0233,9.5665,8.0019,7.1724,8.4639,12.4468,8.8497,8.6107,7.1957,8.2869,10.6008,9.3278,6.6976,8.9804,12.9366,7.5755,7.8264,7.2056,7.6833,9.8478,4.9295,6.3008,4.8341,6.1688,6.4913,2.41,8.01,5.24,7.27,3.33,4.77,9.48,5.05,9.71,6.81,8.6,9.09,7.17,5.02,6.69,7.08,8.06,16.22,9.21,2.35,0.16,9.12,7.64,7.3,9.71,7.45,5.68,9.02,7.42,8.65,5.68,3.16,-0.67,0.62,0.28,0.81,2.88,1.41,-0.36,-1.35,-1.72
197904,3.1569,2.6978,2.2397,3.12,3.3988,1.6149,2.9876,2.4336,2.9545,2.0247,1.536,1.2483,2.1824,1.939,3.9132,1.9493,0.8974,1.2615,0.6747,1.6871,-0.0189,0.6143,-0.2129,1.4533,-0.9414,-0.47,2.24,-0.21,2.48,1.67,0.78,-0.37,0.42,-1.96,1.41,2.87,-0.64,-0.41,-0.01,2.48,-1.12,-0.86,-7.19,4.47,-2.72,-2.13,3.93,0.19,-1.59,0.37,-0.38,0.66,6.56,1.44,2.61,-0.06,2.4,1.05,1.05,0.21,0.8,0.81,-0.35,-0.39,1.13,0.95
197905,-2.7947,-0.7615,-1.8963,5.3463,-1.1185,-2.3338,-1.6473,-0.4618,-0.2783,-0.7213,-3.6513,-2.7182,-0.5554,0.529,-2.0991,-0.2862,-1.4912,-1.6379,-0.9953,-1.0181,-2.126,-0.8167,-1.3396,-1.7936,-1.3349,-1.4,-4.66,-2.8,-2.13,-2.62,-2.7,0.42,-2.64,-2.91,-1.58,-1.79,-2.61,-0.73,-0.99,-1.57,-5.11,2.95,7.1,-2.43,1.39,0.09,-0.38,-1.98,-0.51,0.95,-1.28,-2.86,-3.6,0.16,-0.23,-2.21,0.5,1.92,-0.88,-0.84,0.82,-0.2,0.83,0.75,-0.12,-1.53
197906,6.0153,5.6796,5.0118,4.8045,5.3444,7.4665,5.7177,3.9517,5.6392,8.7978,3.6397,4.8933,5.7434,6.3863,6.8312,5.2455,7.2035,6.7392,7.4468,6.197,2.2332,4.9283,4.9105,6.5464,2.8405,3.18,6.07,5.51,2.24,2.12,0.94,0.96,4.83,3.89,3.81,4.2,2.17,6.34,10.23,2.63,5.08,8.4,14.26,9.12,4.99,1.95,4.33,0.39,1.49,2.7,3.66,2.66,2.63,8.68,6.44,3.85,0.99,1.48,-1.61,-0.45,0.81,0.82,1.2,-2.71,1.65,-2.94
197907,2.2768,2.9199,2.3284,3.254,2.1023,1.9959,2.4655,3.4632,4.8833,3.632,3.1384,4.0051,4.2855,2.7803,5.0907,1.5343,3.4339,2.953,2.3139,3.1366,-0.4343,1.6724,1.5666,1.1876,3.6669,0.89,0.75,4.78,4.07,3.38,0.52,1.92,0.14,4.15,0.81,3.71,4.51,3.02,2.41,0.79,3.8,2.74,-3.09,1.77,2.12,-0.11,4.52,-1.75,-1.23,7.97,1.23,0.78,3.44,3.25,1.14,0.82,1.24,1.7,-0.2,0.59,0.77,-1.09,0.61,-2,1.60,0.57
197908,8.933,9.0361,6.4465,6.898,8.0778,8.5575,8.5773,7.3764,6.458,7.2523,9.2578,7.9341,5.8737,5.416,6.5353,8.5649,6.0483,6.788,5.0887,7.8721,6.23,7.1477,4.3497,5.381,5.3039,6.75,11.69,8.74,5.94,8.19,6.67,9.15,8.54,6.99,3.93,8.72,7.14,5.98,5.87,5.07,13.53,8.44,2.74,8.04,2.05,1.57,8.22,5.89,6.08,5.73,7.76,9.2,5.89,5.08,6.8,5.53,1.97,-1.55,1.58,-1.45,0.77,-0.23,0.8,-1.71,1.96,1.00
197909,-0.1091,-0.5072,-1.5836,-0.4263,-0.9743,0.708,0.6617,-2.2,-1.6399,-1.8003,1.2814,-0.0711,-1.3003,-3.0721,-1.5983,-0.4285,0.1142,-0.1191,-1.9901,-1.7109,-1.7647,0.7924,1.6686,0.8354,0.4915,-1.78,-1.03,-4.97,2.12,0.27,-3.82,-1.15,-0.54,2.54,-2.37,-0.07,2.55,-1.26,-4.63,1.97,0.41,6.66,3.31,5.88,-2.14,-2.39,-0.74,-1.78,-1.71,-3.8,3.4,-1.95,-4.57,-1.08,-0.45,-0.82,-0.27,-0.87,1.02,0.54,0.83,5.34,-1.57,0.08,0.39,0.05
197910,-11.0393,-9.896,-11.1184,-9.5392,-11.5239,-8.9368,-10.4917,-11.589,-12.0558,-11.4903,-8.2029,-8.2812,-10.4009,-7.3797,-12.3515,-7.588,-7.5547,-8.2659,-10.101,-10.6222,-6.2444,-5.6278,-5.5935,-7.1066,-7.1669,-8.35,-9.59,-3.78,-8.91,-7.22,-7.48,-9.18,-4.34,-7.9,-9.3,-9.94,-11.62,-8.54,-6.69,-11.47,-7.99,-11.27,-16.62,-2.2,-5.8,-5.03,-9.71,-7.71,-8.65,-11.27,-8.95,-8.42,-12.34,-10.09,-9.47,-8.1,-3.46,-1.86,1.04,0.24,0.87,2.12,-1.93,1.47,-4.70,2.21
197911,11.0359,8.5831,6.2903,5.1111,6.4831,11.1759,7.6476,6.4902,7.7746,7.4093,11.838,7.079,6.734,7.0287,5.3918,9.8695,7.3843,7.5684,5.977,5.9336,5.2333,7.1294,4.354,7.1727,1.0008,4.9,7.92,6.56,7.27,2.86,1.2,7.88,8.75,6.57,3.97,5.37,0.78,7.44,4.81,-3.7,12.21,10.13,17.99,8.81,7.79,4.06,10.37,8.24,1.38,6.73,9.52,3.31,0.98,6.33,7.43,5.21,2.44,-3.25,0.11,-2,0.99,7.96,1.36,-2.26,-1.60,-2.21
197912,11.4182,8.4082,5.8387,6.5804,5.1892,8.6159,6.2522,5.7153,3.6882,5.097,5.5346,3.2071,2.8283,1.9906,7.8804,4.5738,4.0856,2.2453,2.0572,4.2755,1.7342,3.6986,-0.0485,0.8442,2.2698,2.12,4.2,3.07,8.58,5.14,2.93,5.06,2.08,5.22,8.14,4.79,8.19,3.13,4.6,1.2,8.31,17.71,5.56,2.65,-0.92,-1.53,4,1.81,2.6,3.84,9.78,1.14,5.57,1.7,6.01,1.79,4.34,-1.98,-0.67,-1.01,0.95,4.78,-1.91,-0.32,0.84,-1.26
198001,12.9141,10.416,8.66,8.8679,10.9277,6.9144,7.6735,6.1899,4.6117,9.1895,5.2803,6.7291,7.0764,6.1151,8.9087,7.6467,6.9245,6.6157,0.8168,7.9922,3.3356,7.3008,5.8211,7.8196,10.2286,3.01,11.04,-0.63,6.58,4.15,1.28,1.12,-1.29,4.32,5.14,8.12,17.5,7.81,8.12,9.82,24.19,15.42,8.59,14.23,1.6,-2.05,7.09,7.29,4.63,9.56,5.43,-0.43,3,2.07,7.79,5.51,1.9,1.8,-1.67,2.01,0.8,7.51,-3.41,-0.93,2.63,-2.74
198002,0.5637,-0.4109,-2.0184,-2.1409,-2.0138,-1.3398,-0.5861,-2.7279,-4.5063,-1.0687,-1.206,-3.3273,-4.4272,-4.2785,-2.7282,-2.5292,-1.2347,-3.0254,-4.7977,-1.5241,-4.4911,0.9595,4.1442,1.6082,2.4902,-5.76,-2.3,-4.8,-3.53,-6.23,-4.68,-0.51,-4.63,-1.32,-1.14,-2.21,0.1,-3.36,-4.3,-6.37,-8.31,5.14,-0.81,12.75,-3.36,-1.48,-3.06,-3.55,-0.26,-4.46,-2.5,-5.42,-5.86,-4.98,-2.35,-1.22,-1.49,0.62,0.11,3.04,0.89,7.88,-4.98,-0.08,-1.53,-2.00
198003,-22.1053,-19.4309,-17.2923,-15.5396,-17.6209,-19.2336,-16.3784,-16.7687,-14.7091,-17.5078,-15.7755,-15.1041,-16.296,-13.0552,-18.7649,-12.0466,-14.2832,-13.0984,-11.1162,-16.7754,-6.1713,-11.2311,-9.7632,-11.287,-12.8861,-8.24,-13.43,-0.71,-8.74,-11.95,-4.44,-5.43,-2.84,-11.99,-14.53,-14.63,-18.64,-12.63,-8.92,-9.9,-12.19,-21.04,-21.21,-17.76,-6.67,-2.64,-15.38,-12.67,-10.83,-13.99,-9.85,-7.83,-12.95,-8.83,-15.81,-12.9,-6.97,-1.06,1.38,-1.34,1.21,-9.59,8.39,2.6,-4.71,4.70
198004,6.278,6.5241,6.6541,5.1148,6.1701,6.1464,4.9179,6.1369,8.0989,3.5798,6.9192,6.8198,7.2452,9.4308,5.9189,4.8136,6.6966,7.343,8.7536,6.6971,2.9681,3.5081,5.447,7.8773,2.8631,7.46,4.31,9.57,4.19,3.08,4.3,2.39,4.28,5.02,5.74,3.68,2.31,0.3,2.42,-2.67,-2.02,1.02,2.07,6.9,11.96,7.3,8.58,0.54,4.01,0.34,-1.74,4.65,7.85,6.81,7.33,3.97,1,1.06,-2.09,0.54,1.26,-0.42,1.38,-0.12,2.09,-3.37
198005,7.0656,6.4048,6.9041,6.5461,7.6923,9.1534,10.3959,6.9736,8.0545,10.1036,7.1066,6.8033,8.6925,7.9828,8.994,7.6134,7.7871,9.5697,7.1969,9.0255,4.9534,5.1371,5.2173,4.1518,6.1383,7.86,9.76,8.95,4.68,9.64,6.41,1.45,6.96,7.58,7.59,8.59,5.17,5.89,7.89,3.14,0.38,7.53,16.04,3.94,4.61,5.02,8.06,4.8,6.58,11.4,12.28,9.55,12.05,7.81,7.42,5.26,2.1,0.39,0.31,-0.47,0.81,-1.11,2.87,0.76,3.65,0.69
198006,4.9619,3.567,4.03,4.3023,5.1988,4.3336,6.6855,4.0634,5.5689,2.0801,5.2779,5.8268,4.0194,4.7292,2.3808,5.7318,3.9383,4.6869,3.1758,4.7948,2.2472,4.1716,2.0326,4.7128,0.249,2.05,3.73,5.66,0.25,2.8,1.16,4.17,0.21,2.28,1.8,4.83,2.4,6.26,0.6,1.8,0.31,13.24,6.34,5.8,4.54,-0.59,4.54,3.11,1.45,1.61,1.97,2.48,4.13,4.97,4.54,3.06,1.47,-0.89,-0.09,-0.95,0.61,1.59,2.18,-2.9,3.69,-1.11
198007,12.21,12.5701,10.344,8.566,9.017,14.3976,11.4217,9.9527,7.5101,7.5114,13.2328,8.1647,9.4654,5.4981,7.0161,11.0819,9.5163,8.1389,2.7925,4.7216,11.1879,5.8682,3.0738,3.4562,5.1539,5.29,9.02,7.33,8.52,10.93,10.39,15.01,8.89,8.6,11.47,12.79,12.76,11.8,14.6,12.86,11.32,8.25,6.34,1.61,-0.12,1.02,13.07,15.21,8.84,16.52,11.93,11.03,7.69,3.16,9.2,6.49,3.93,-6.3,3.94,-2.46,0.53,0.37,2.9,-1.63,-0.94,3.51
198008,11.4511,8.8779,7.3773,6.8964,5.1704,8.2945,7.4219,3.9031,3.1492,3.7604,6.7341,6.3306,2.2588,1.8868,0.8701,4.6626,2.3947,2.5618,0.0488,0.5868,2.0542,0.9755,1.3896,1.9722,0.0124,0.18,1.26,-0.76,3.83,5.1,0.85,1.73,0.3,3.14,4.94,1.16,1.09,0.99,-0.82,3.15,2,6.17,0.12,3.83,-1.08,6.31,6.81,3.61,0.8,0.27,6.99,0.29,0.89,1.92,4.9,1.8,4.26,-2.64,2.1,-0.8,0.64,3.19,-0.98,-1.53,1.52,-0.12
198009,6.6022,2.8387,2.7416,1.492,2.9283,4.5845,3.7639,3.6413,0.9258,0.8958,5.7589,2.3065,2.9865,1.3671,-1.2973,5.7555,4.2768,1.2825,0.5121,0.2424,3.1026,5.918,3.4953,-1.2584,0.0968,-0.78,1.06,-1.56,3.57,3.95,0.5,2.77,3.6,2.1,-0.15,1.72,4.59,5.81,1.74,1.85,4.34,12.25,7.57,6.8,0.17,-1.59,6.18,2.03,0.81,1.59,7.26,-0.79,2.79,2.65,3.56,2.19,0.58,-4.79,2.03,-2.81,0.75,5.44,-1.43,-1.78,1.29,1.20
198010,7.6276,5.562,4.2863,3.5777,2.1871,6.7513,2.0594,1.0615,3.3649,1.0056,2.679,2.3792,3.0649,1.3886,2.4599,2.3053,2.8224,-0.863,-1.4263,-0.1559,0.5648,4.0907,5.0786,-1.8706,0.6673,-1.18,0.47,3.88,0.35,-0.64,0.53,0.81,-1.29,-0.98,1.79,3.82,-1.03,3.42,2.49,-4.23,-2.86,-0.38,0.44,8.09,2.01,-3.24,4.85,1.79,0.1,6.42,-0.32,-1.85,-4.01,0.05,3.29,1.06,2.33,-2.74,1.67,-1.22,0.95,7.32,-1.99,-2.83,-0.22,0.46
198011,16.1933,6.2164,6.0841,0.6682,1.7228,13.6087,7.4429,4.3472,6.5981,3.3574,11.6087,7.0304,3.7503,2.3236,1.7056,13.2471,14.3399,4.5316,3.0102,0.9288,10.5958,14.5006,19.2338,5.0497,3.9162,-0.29,0.18,2.43,17.43,3.67,5.49,2.77,8.81,9.3,-1.79,6.63,5.55,12.54,11.93,-1.09,17.69,7.22,14.22,24.66,7.51,0.01,8.54,9.79,6.95,13.06,9.05,0.94,-1.69,5.6,10.25,9.59,-3.4,-8.35,4.53,-5.74,0.96,15.24,-9.84,-7.81,-6.26,1.00
198012,-6.3233,-5.6145,-3.5635,-2.8421,-3.4654,-5.1859,-2.3542,-1.9487,-1.4447,-0.762,-3.8744,-3.1289,-0.5509,-1.1494,-0.3141,-3.6221,-4.5902,-0.6782,0.5567,-0.4161,0.0954,-5.637,-5.9566,-1.3532,-0.2127,3.1,-4.07,0.82,-3.66,1.35,-0.84,-1.49,4.61,-1.95,-2.48,-4.19,-4.3,-4.14,-4.62,-0.18,5.2,-7.74,-9.79,-10.88,-2.02,0.82,-3.35,-1.27,-3.3,-5.7,-6.73,0.25,-0.14,3.21,-2.05,-4.52,-0.31,2.68,-1.25,1.18,1.31,-6.65,6.39,3.41,0.92,0.89
198101,-4.5279,-0.2198,1.7223,1.8567,3.2311,-4.9179,-0.2012,0.0941,1.6971,3.3516,-4.3442,-1.6332,-1.1363,1.9854,2.9112,-6.6919,-3.3917,-0.6507,0.6757,1.5124,-6.0726,-7.5057,-6.6319,-0.0596,2.2706,2.31,4.56,-1.07,-4.12,-1.15,-0.99,7.82,-1.57,0.79,7.34,-2.11,0.72,-6.6,-2.48,-1.14,-7.77,-8.08,-7.88,-10.38,-2.72,5.53,-1.93,-8.23,1.04,2.21,-3.08,0.46,1.08,-2.5,-3.33,-5.04,3.37,6.84,-3.54,4.35,1.04,-7.94,-2.26,7.61,4.71,-0.55
198102,-3.341,0.0706,0.9647,2.2745,2.4584,-0.4352,1.5031,2.9841,3.5032,3.7843,2.2775,2.3763,3.8555,-0.0661,1.4898,1.4282,2.9202,4.2949,1.3728,3.663,3.2788,1.9693,-0.66,3.0669,-0.4732,2.28,3.17,3.27,3.65,2.43,8.95,2.46,1.85,3.89,1.21,3.49,2.55,3.4,2.01,6.82,-3.42,-3.55,-0.92,-0.47,-1.32,2.15,0.76,0.52,8.2,2.05,-1.35,3.22,8.76,1.97,1.1,0.57,-0.49,0.97,0.19,2.25,1.07,-1.39,-2.25,2.59,1.96,1.45
198103,7.3031,9.5069,8.5554,9.1964,7.3426,7.9904,8.1903,8.2199,7.633,7.6062,7.6649,7.7333,7.5015,9.1495,7.0281,8.8895,6.3126,9.0945,7.1696,7.6236,2.9721,3.1656,-0.4218,3.9884,8.1856,6.94,7.96,5.44,13.53,8.05,2.98,8.73,5.87,2.58,4.77,8.3,19.95,5.59,9.38,7.86,2.68,16.69,4.56,-2.56,2.96,1.16,9.58,4.73,5.24,11.76,13.04,13.5,8.72,6.86,5.85,3.56,3.08,0.67,-2.34,-0.53,1.21,0.74,1.58,1.56,3.67,-1.10
198104,3.0514,4.7256,3.6678,4.7023,5.5424,1.6151,3.6169,3.6865,3.7522,3.7851,2.0933,3.4175,1.5159,0.978,4.0187,0.0273,-0.7596,0.3963,0.2611,1.6922,-2.7168,-4.301,-2.9731,2.2708,-2.9635,0.03,-2.05,1.01,2.07,5.52,-0.49,-3.27,3,-2.34,10.65,-1.99,-1.58,0.02,5.08,1.63,0.9,-0.4,-6.39,-7.46,-2.58,6.21,4.34,-0.09,-2.87,1.97,-1.4,4.23,4.77,0.61,2.87,-2.11,4.6,2.26,0.82,1.2,1.08,-0.96,-1.49,2.83,5.67,1.34
198105,5.0035,5.0087,4.4007,2.6563,2.7003,6.2467,2.2628,2.6339,0.3518,2.3235,2.1731,3.8187,2.8127,1.4424,5.5498,3.6175,1.6384,2.2628,1.089,3.3266,1.6342,-2.1621,-2.0974,3.6199,0.7424,2.74,1.28,1.89,6.08,4.87,-0.18,1.67,3.47,-1.37,0.62,0.18,-0.08,-0.97,3.35,2.92,-0.9,-0.14,0.2,-4.06,1.95,7.14,2.97,4.25,0.07,5.28,1.97,2.57,2.49,2.76,2.6,0.11,2.45,-0.43,0.33,-1.6,1.15,3.75,-3.7,1.6,-0.36,-1.50
198106,-7.1437,-0.366,1.2324,2.7317,1.141,-7.0404,-0.5551,-0.647,-0.1547,1.8235,-5.0744,-0.1303,-0.3863,2.1667,-2.2314,-5.2189,-1.6431,0.6221,2.6519,-0.4915,-4.4196,1.1393,3.4835,-0.6337,0.5778,-0.94,0.6,1.33,-6.63,-0.79,-1.62,1.6,-5.58,2.27,-0.28,-1.68,-6.36,-3.11,-4.61,-2.65,-2.59,-2.54,1.14,4.8,3.45,-1.91,-4.15,-6.76,-0.2,-6.97,-2.54,-1.22,-1.98,1.72,-3.66,-2.36,-0.97,5.13,-1.35,2.68,1.35,-5.9,4.75,0.96,5.44,1.04
198107,-4.4745,-3.4373,-2.7752,-2.1926,-2.2867,-2.5469,-3.459,-0.584,-1.5322,-1.9831,-1.1927,-2.0778,-2.9688,-2.9679,-0.3651,2.0437,-1.0296,-2.3428,-2.5752,-3.3042,1.7279,2.8065,-2.1069,-2.1008,0.6027,-1.08,-1.08,2.19,-7.07,-2.11,-2.87,0.3,-3.89,-3.76,-3.03,-5.32,0.18,0.74,-5.42,-3.53,-6.72,4.94,8.85,7.85,2.8,0.37,-3.53,-3.66,-2.9,-4.35,-3.46,-2.76,-5.88,-3.07,-1.53,-1.54,-1.97,-0.66,1.08,-3.04,1.24,-2.52,-0.58,-3.51,-1.34,0.48
198108,-12.7892,-8.5862,-7.3326,-5.7026,-4.969,-10.4002,-8.0595,-4.8723,-5.2077,-5.6208,-8.5943,-6.0189,-5.5096,-5.6147,-3.4008,-6.8607,-6.1784,-3.836,-5.2951,-3.2276,-6.1433,-6.7002,-5.699,-5.2077,-0.3927,-4.94,-5.72,-5.68,-5.92,-4.08,-6.2,-5.68,-7.75,-6.4,-6.82,-6.26,-7.23,-6.79,-4.46,-8.84,-11.44,0.66,-12.31,-6.34,-0.84,-0.8,-6.2,-7.14,-7.35,-7.84,-2.17,-6.07,-10.64,-5.19,-7.51,-7.04,-1.81,4.84,-0.25,1.46,1.28,-1.12,-0.66,1.28,2.00,0.55
198109,-13.5186,-8.3829,-7.419,-6.4692,-6.3112,-10.2271,-6.8945,-6.4075,-3.1335,-5.5553,-9.3122,-5.8384,-5.9897,-1.6949,-3.9145,-9.3025,-8.0008,-6.5937,-3.716,-4.3618,-6.3761,-5.9497,-5.947,-2.5649,0.4798,-2.03,-0.63,0.23,-2.1,-4.89,-2.34,-3.16,-1.33,-8.97,-2.2,-9.06,-9.52,-9.78,-5.37,-3.97,-4.89,-15.58,-8.96,-12.34,-5.56,2.81,-6.95,-3.69,-5.57,-5.67,-9.29,-2.65,-2.74,-2.47,-8.54,-7.17,-2.49,5.2,-0.02,2.79,1.24,1.98,-1.17,5.17,-1.62,0.72
198110,10.4302,8.1322,8.3881,7.0113,4.9491,11.1444,6.633,6.8915,7.5233,6.0791,10.9749,5.0307,7.246,5.0184,4.3927,10.2795,7.4792,5.1063,4.1359,3.6878,7.8403,7.657,2.7706,1.3947,4.8069,8.98,8.27,5.87,11.43,8.81,1.53,2.71,7.95,6.2,5.86,0.39,1.24,4.27,4,-8.74,7.66,-0.58,13.77,9.96,4.87,6.03,10.54,4.64,2.07,9.04,9.02,5.48,11.63,7.45,9.21,4.92,2.24,-4.21,3.29,-2.76,1.21,4.07,4.67,-4.91,-1.94,0.83
198111,-1.237,2.3498,3.977,2.6404,4.0738,1.4627,5.5767,4.6403,6.0621,5.5714,0.5035,2.7046,4.3648,2.8523,5.3544,3.6078,4.7182,2.6233,7.2542,4.7422,3.648,5.7392,5.3101,4.2228,3.7671,1.75,3.36,3.75,0.6,5.29,5.95,0.49,3.93,3.81,0.28,6.15,4.41,5.73,3.52,2.76,-2.15,2.79,5.34,6.88,5.91,2.64,3.8,1.72,8.05,4.8,1.37,1.16,1.49,5.66,1.48,3.36,-1.38,1.9,0.1,0.63,1.07,-0.27,2.59,0.58,4.37,0.88
198112,-4.0802,-2.119,-0.5822,-0.456,-1.1326,-1.6861,-0.4611,-1.9589,-2.4368,-1.6236,-1.9906,-1.9795,-1.0462,-1.2054,-3.1409,-3.241,-2.1887,-1.4876,-2.6568,-2.3696,-2.9265,-3.4171,-3.8332,-1.9265,-1.7945,0.32,-2.15,-5.91,-1.52,-3.04,-1.28,-2.41,-0.75,-2.45,1.04,-1.82,-2.66,-2.54,-0.56,3.16,0.35,-6.68,-5.99,-6.55,-2.33,-1.43,-1.82,0.16,-0.95,-3.8,-2.9,-1.89,-3.94,-3.88,-2.66,-3.65,1.19,0.74,0.19,2.41,0.87,1.32,1.62,1.36,2.21,1.86
198201,-3.0767,-0.5518,-1.7061,-1.4475,-0.2591,-5.5281,-2.931,-4.25,-2.9492,0.2414,-6.3114,-3.2218,-4.8675,-2.2265,1.4239,-6.6076,-4.3012,-3.7132,-1.4825,-1.7063,-0.2507,-3.8524,-2.5976,-1.3567,1.4328,-0.52,1.84,0.68,4.32,-4.41,4.75,-1.32,1.45,-4.85,2.29,-6.46,-8.9,-5.42,-2.1,-0.96,-3.3,-14.97,-7.46,-8.59,-0.69,0.67,-4.2,3.16,-2.56,-3.55,-2.09,1.33,-0.84,-2.13,-3.89,-3.24,-1.18,3.17,-1.52,2.08,0.8,1.73,-1.22,6.41,0.02,0.12
198202,-7.8849,-4.0936,-2.9416,-2.7454,-0.9059,-7.3591,-4.4111,-4.2735,-0.9728,-0.4991,-8.0644,-2.4429,-1.4886,-3.125,0.4408,-6.8937,-6.5001,-3.3165,-0.1764,0.6974,-7.4233,-7.3651,-2.6472,-1.1844,-3.9196,-0.72,-1.55,-3.66,-5.98,-1.42,-3.34,-4,-1.8,-7.35,-5.1,-5.9,-4.71,-8.24,-3.92,-3.13,-6.1,-7.95,-12.87,-10.92,-0.43,-5.7,-5.31,-5.01,-3.09,-4.97,-3.31,-0.58,-3.37,-2.93,-4.02,-5.86,0.37,6.1,-3.38,4.57,0.92,5,-4.32,5.94,3.02,0.39
